City,Restaurant,Price,Avg ratings,Total ratings,Delivery time,Chinese,North Indian,Indian,Fast Food,Beverages,Desserts,Biryani,Snacks,South Indian,Continental
3,Aasing'S Kitchen,150.0,2.9,80,45,0,0,0,0,0,0,0,0,0,1
6,Mamieyaar Veedu,400.0,4.1,20,49,0,0,1,0,0,0,0,0,1,0
1,Eggsplode,150.0,4.2,100,33,0,0,0,0,1,0,0,0,0,0
1,Break The Bread - Sandwiches And Burgers,200.0,3.8,50,35,0,0,0,1,0,0,0,0,0,1
1,The Burrito Bowl,200.0,4.2,50,34,0,0,0,0,1,0,0,0,0,0
0,Lo! - Low Carb And Keto Foods,150.0,4.5,100,54,0,1,1,0,0,0,0,0,0,1
2,Hybrid Theory Cafe & Bistro (Coffee Pizza Pasta Sandwiches Burgers & More),450.0,3.9,20,53,0,0,0,0,1,0,0,1,0,1
1,Lo! - Low Carb And Keto Foods,150.0,4.3,500,61,0,1,1,0,0,0,0,0,0,1
3,Nawabi Zaika,200.0,3.8,20,57,0,0,0,1,0,0,0,0,0,0
4,Kake D Hatti,400.0,3.9,500,66,0,1,1,0,0,0,0,0,0,0
6,Faasos,200.0,4.2,100,46,0,0,1,0,1,1,0,1,0,0
6,Behrouz Biryani,500.0,4.2,100,48,0,1,1,0,0,1,1,0,0,0
6,Sweet Truth - Cake And Desserts,450.0,4.2,50,47,0,0,0,0,1,1,0,0,0,0
6,The Good Bowl,400.0,4.2,50,46,1,1,1,0,1,1,1,0,0,0
6,The Biryani Life,250.0,4.1,50,50,0,1,1,0,0,1,1,0,0,0
3,Hotel Al Madeena,300.0,2.9,80,83,1,1,1,0,0,0,0,0,0,0
3,Master Chef,300.0,4.0,20,78,1,1,1,0,0,0,0,0,0,0
6,Tic Tac Rolls (Since 1981),250.0,3.7,50,37,0,0,0,1,0,0,1,0,0,0
0,Sampurna - The House Of Southern Flavours,200.0,4.2,100,45,0,0,1,0,0,1,1,1,1,0
3,Food China - Momos And Noodles,200.0,2.9,80,81,1,0,0,1,1,0,0,1,0,0
6,Kekiz - The Cake Shop,200.0,2.9,80,44,0,0,0,0,1,1,0,0,0,0
7,Bombay Biryani,250.0,3.5,100,48,0,0,0,0,0,0,1,0,0,0
3,S & B The Cake Factory,450.0,2.9,80,62,0,0,0,0,0,1,0,0,0,0
6,The Great Wall Of China,300.0,2.9,80,44,1,0,0,0,0,0,0,0,0,0
6,Taj Mughalai,300.0,4.4,20,38,1,1,1,0,0,0,1,0,1,0
4,Just Fries,250.0,4.1,50,63,0,0,0,1,0,1,0,1,0,0
4,Binge Baefikar,250.0,4.4,100,89,0,0,1,1,0,0,0,0,0,0
2,Chai Point,150.0,4.4,500,52,0,0,1,1,1,0,0,1,1,0
3,Wow! China,300.0,3.9,100,51,1,0,0,1,1,1,0,1,0,1
2,Jimmy'S Dhaba,500.0,2.9,80,59,0,1,1,0,0,1,0,0,0,0
1,Brown Bear,250.0,3.4,20,76,0,0,0,0,0,1,0,0,0,0
0,Chinese Nalapaka,200.0,3.9,50,56,1,0,1,0,0,0,0,0,0,0
6,Lucky Da Punjabi Dhabba,350.0,4.2,100,66,0,1,1,0,0,0,0,0,0,0
6,Waffle Shack,200.0,2.9,80,49,0,0,0,0,0,1,0,0,0,0
3,Cake Paradise,450.0,3.5,20,60,0,0,0,0,0,1,0,0,0,0
1,Cafe Niloufer Premium Lounge,200.0,4.5,1000,63,0,0,0,1,1,0,0,1,0,0
1,Telangana Inti Ruchulu,200.0,4.3,500,52,0,0,1,0,0,0,0,0,1,0
3,Subhanallah Biryani House,200.0,3.8,20,40,1,1,1,1,1,0,1,0,0,0
2,Momo Maniacs,300.0,4.0,50,47,1,0,0,0,0,0,0,0,0,0
2,Khichdi Wala,150.0,3.9,50,45,0,1,1,0,0,0,0,0,0,0
2,Garnish,600.0,2.9,80,52,1,0,1,0,0,0,0,0,0,0
3,Behrouz Biryani,500.0,4.2,100,45,0,1,1,0,0,1,1,0,0,0
3,Mandarin Oak- The Heavenly Chinese,350.0,3.8,20,47,1,0,0,0,0,0,0,0,0,0
3,Slay Coffee,200.0,4.3,100,40,0,0,0,0,1,1,0,0,0,0
3,Gelato Italiano,150.0,2.9,80,48,0,0,0,0,0,1,0,0,0,0
2,Hashtag 99 The Shawarma Specialist,250.0,3.1,20,29,0,0,0,1,0,0,0,0,0,0
1,Persis Cafe,300.0,4.2,50,66,0,0,1,0,0,0,0,0,0,0
4,Bake India Dumdum,250.0,4.3,20,87,0,0,1,0,0,0,0,0,0,0
4,35 Bar & Lounge,1000.0,2.9,80,70,0,0,1,0,0,0,0,0,0,1
0,The Biryani Experiment,500.0,3.9,100,52,0,1,1,0,1,1,1,0,1,0
2,Bowlsome,250.0,4.2,50,47,1,1,1,0,1,1,0,0,0,1
6,Fresh Pressery Cafe,500.0,4.5,500,49,0,0,0,0,0,1,0,0,0,0
0,Ketogenic Foods,1200.0,4.2,20,44,0,0,0,0,0,1,0,0,0,1
0,Vegan Kitchen - By Infinitea,1200.0,4.5,20,55,0,0,0,0,0,1,0,0,0,1
0,Vegan Kitchen,1200.0,2.9,80,40,0,0,0,0,0,1,0,0,0,1
4,The Brewing Leaf,300.0,4.2,500,76,0,0,1,0,1,0,0,1,0,1
5,Shawarma Wala,300.0,3.4,50,40,0,1,1,0,0,0,0,0,0,0
3,Punjabi Darbar Rasoi King,350.0,3.9,50,76,1,1,1,0,0,0,0,0,0,0
5,The Burger Club,250.0,4.2,1000,35,0,0,0,1,1,1,0,0,0,0
1,Faasos,200.0,4.0,50,37,0,0,0,0,1,1,0,1,0,0
1,Behrouz Biryani,500.0,3.8,100,36,0,1,1,0,0,1,1,0,0,0
1,Sweet Truth - Cake And Desserts,450.0,3.9,50,37,0,0,0,0,1,1,0,0,0,0
1,The Good Bowl,400.0,3.9,50,37,1,1,1,0,1,1,1,0,0,0
1,The Biryani Life,250.0,4.0,20,35,1,1,1,0,0,0,1,0,0,0
1,Lunchbox,200.0,4.1,100,36,0,1,1,0,0,1,1,0,0,0
6,Juisome,200.0,4.2,100,73,0,0,0,0,1,0,0,0,0,1
1,Eggasm,200.0,4.0,20,28,1,0,1,0,0,0,0,0,0,0
2,Breakfast Bistro,500.0,4.0,100,58,0,0,0,0,0,0,0,0,0,1
3,Tandoor Point,300.0,3.1,20,75,1,1,1,0,0,0,0,0,0,0
1,Palamuru Grill,600.0,4.1,1000,63,0,0,1,0,0,0,1,0,1,0
6,Dark Smoke Bbq Restaurant,300.0,3.9,100,45,0,0,1,0,0,0,0,0,0,0
2,Meal Studio,250.0,4.0,20,39,0,1,1,0,1,1,0,0,0,0
2,Traditional Chinese,500.0,3.8,50,61,1,0,0,1,0,0,0,0,0,0
4,Haveli,1200.0,4.0,50,73,0,0,1,0,0,0,0,0,0,0
1,Kitchen Maha Raja,250.0,4.3,20,52,0,0,1,0,0,0,0,0,0,0
7,Bombay A-One Bhatiyara,150.0,3.7,50,51,0,0,0,0,0,0,1,0,0,0
2,Ulta Tawa,250.0,2.9,80,52,0,0,1,0,0,0,0,0,0,0
4,Mother Kitchen,100.0,2.9,80,57,0,0,1,0,0,0,0,0,0,0
2,Boss Burger,500.0,3.6,50,43,0,0,0,1,0,0,0,0,0,1
1,Express By Ab'S,350.0,3.7,100,67,1,1,1,0,0,0,1,0,1,0
4,Old Mate'S,500.0,2.9,80,90,1,0,0,0,0,0,0,0,0,1
2,Hb Brownies,300.0,2.9,80,53,0,0,0,0,0,1,0,0,0,0
8,Starbucks Coffee,400.0,4.5,50,53,0,0,0,0,1,0,0,0,0,0
2,Bismillah Restaurant,500.0,2.9,80,48,0,1,1,0,0,0,0,0,0,0
2,Mother'S Touch Gujrati,200.0,3.2,20,58,0,0,1,0,0,0,0,0,0,0
3,Red Hot Chinese Center,250.0,4.3,50,31,0,0,1,0,0,0,0,0,0,0
2,Food And You,300.0,2.9,80,56,0,0,0,1,1,0,0,0,0,0
2,Supreme Combo'S,200.0,2.9,80,48,1,0,0,0,0,0,0,0,0,0
2,The Manchurian Factory,250.0,2.9,80,48,1,0,0,0,0,0,0,0,0,0
1,Burger King,350.0,4.1,1000,36,0,0,0,1,0,0,0,0,0,0
1,Cafe Bahar Since 1973,300.0,4.0,5000,29,1,0,1,0,0,0,1,0,0,0
4,The London Nail Art & Cafe,300.0,3.9,50,73,0,0,0,0,1,1,0,1,0,1
2,Pure Veg Chinese,300.0,2.9,20,51,1,0,1,0,0,0,0,0,0,0
5,The Thali Station,200.0,3.8,20,79,0,1,1,0,0,1,0,0,0,0
0,Edesia By Freshmenu,150.0,2.9,80,35,0,0,0,0,0,1,0,0,0,0
2,Edesia By Freshmenu,150.0,4.0,20,42,0,0,0,0,0,1,0,0,0,0
2,Cafe Safar ( Andheri East ),250.0,4.0,1000,57,1,1,1,0,0,1,1,0,0,0
0,Big Biriyani Company,350.0,2.5,20,37,0,0,0,0,0,0,1,0,0,0
2,Big Biriyani Company,350.0,2.9,80,54,0,0,0,0,0,0,1,0,0,0
3,Pune Food Factory,300.0,4.2,20,72,1,0,1,0,0,0,0,0,0,0
6,Grow Fit,300.0,4.2,500,64,0,1,1,0,0,0,0,0,0,0
5,Nine 11,800.0,4.1,20,50,0,1,1,0,0,0,0,0,0,0
6,Master Oru Tea,80.0,3.8,100,52,0,0,1,0,0,0,0,0,0,0
2,Wedesi Kitchen,300.0,4.2,50,40,1,0,0,0,0,0,0,1,0,1
2,Noodle Bar,550.0,2.9,80,58,1,0,0,0,0,0,0,0,0,1
2,Food Style,400.0,2.9,80,61,0,0,1,0,0,0,0,0,0,0
6,Lo Cal By Dumbell,250.0,4.2,100,72,0,0,1,0,0,1,0,0,0,0
4,Kouzina Express,800.0,4.2,1000,58,1,1,1,0,1,1,1,0,0,0
4,Galouti,350.0,3.8,100,65,0,0,0,0,0,0,1,0,0,0
3,Superman Momos,150.0,3.9,20,67,1,0,0,0,1,0,0,1,0,0
6,Mumbai Kulfi,150.0,4.4,50,64,0,0,0,0,1,0,0,1,0,0
7,The Halal Kitchen,250.0,4.1,100,31,1,1,1,0,0,0,1,0,0,0
6,Chennai Mugil Soup,200.0,2.9,80,59,0,0,0,1,0,0,0,0,0,0
6,Anburaj Resturant Briyani & Fast Food,250.0,4.1,100,59,0,1,1,0,0,0,1,0,0,0
4,Lukochuri,250.0,3.7,100,84,1,0,1,0,0,0,0,1,0,0
0,Gudbud,300.0,4.6,500,51,0,0,0,0,0,1,0,0,0,0
3,Dinewise,200.0,4.5,100,54,0,0,1,0,0,0,0,0,0,0
6,Hungsters,300.0,4.2,100,52,0,0,0,1,0,0,0,0,0,0
1,Mandi King Arabian Restaurant,500.0,3.9,1000,33,1,1,1,0,0,1,0,0,0,0
1,Sauced Up,200.0,4.4,500,47,0,0,0,1,0,0,0,0,0,0
1,Rumaan Restaurant,300.0,4.0,100,44,1,1,1,0,0,0,1,0,0,0
3,Nipr Bar,600.0,4.6,50,58,0,1,1,0,0,0,0,0,0,1
1,Arabella House Of Arabic & Lebanese Cuisine,1000.0,3.7,20,53,0,0,1,0,0,0,0,0,0,0
1,Pathemari Kerala Restaurant,300.0,4.1,500,30,0,0,1,0,0,0,0,0,1,0
3,Let'S Order Chinese,250.0,2.9,80,67,1,0,0,1,0,0,0,0,0,0
3,How'S The Bowl,150.0,3.6,20,67,1,1,1,0,1,1,1,0,0,0
4,Ubuntu Eat,350.0,4.4,100,84,1,0,0,0,0,0,0,0,0,1
3,The Chinese Box,450.0,2.9,80,73,1,0,1,0,0,0,0,0,0,0
4,The Daily Cafe,1000.0,4.5,100,70,0,0,1,0,0,0,0,0,0,1
5,Hong'S Kitchen,250.0,3.8,100,56,1,0,0,0,0,0,0,0,0,0
1,Seema Ruchulu,300.0,3.6,100,65,0,0,1,0,0,0,0,0,1,0
3,Zaffraan Indian Kitchen,450.0,2.9,80,76,0,0,1,0,0,0,0,0,0,0
2,Desi Chinese Adda,250.0,2.9,80,49,1,0,0,1,0,0,0,0,0,0
4,Calcutta King,500.0,4.1,50,59,1,0,0,0,0,0,0,0,0,0
6,Paradise Biryani,400.0,4.0,1000,65,0,0,0,0,0,0,1,0,0,0
4,Gelato Italiano,150.0,2.9,80,61,0,0,0,0,0,1,0,0,0,0
6,Atho Man Ecstasy,300.0,2.9,80,60,1,0,0,1,0,1,0,1,0,0
0,Sigdee,500.0,2.9,80,64,0,0,1,0,0,0,0,0,0,0
7,After Dark,300.0,4.2,20,47,0,0,1,0,0,0,0,0,0,0
3,Boss Burger,500.0,4.0,50,45,0,0,0,1,0,0,0,0,0,1
6,Super Shawarma,250.0,3.4,20,56,0,0,1,0,0,0,0,0,0,0
1,Tempteas,100.0,3.4,20,40,0,0,0,0,1,0,0,1,0,0
4,Sharma And Sons,250.0,3.9,100,47,1,0,1,0,0,0,0,0,0,0
3,Kfc,400.0,4.1,100,49,0,0,0,1,0,0,0,1,0,0
5,Asia Seven,350.0,3.9,50,75,1,0,0,0,0,0,0,1,0,0
0,154 Breakfast Club,1000.0,4.4,100,61,0,0,0,0,0,0,0,0,0,1
6,Srishti Snacks,250.0,4.3,20,51,0,0,1,0,0,0,0,0,0,0
6,Cafe Mingles,200.0,3.8,100,55,0,0,0,0,1,0,0,0,0,0
6,Srinivasan Andhra Mess,250.0,3.6,100,52,0,0,1,0,0,0,0,0,0,0
4,Rasna Buzz,250.0,4.3,20,71,0,0,0,1,1,0,0,1,0,0
2,Shivs Kitchen,300.0,2.9,80,37,1,0,1,0,1,1,0,0,0,0
2,Abhi'S Kitchen,450.0,4.0,20,66,0,0,1,0,0,0,0,0,0,0
3,Blue Box Biryani,300.0,2.9,80,50,0,1,1,0,1,1,1,0,0,0
3,The Chinese Monk,200.0,3.9,1000,60,1,0,0,0,0,0,0,0,0,0
2,Foodies Chinese Corner,250.0,4.1,50,57,0,0,1,0,0,0,0,0,0,0
3,Zillionth Bistro,300.0,4.3,100,52,1,0,0,1,0,0,0,1,0,0
2,Chopstick,600.0,2.9,80,57,1,0,1,0,0,0,0,0,0,0
6,Batter,300.0,4.1,50,39,0,0,0,0,0,1,0,0,0,0
5,Bikaner Sweet India,200.0,3.3,50,38,0,0,1,0,0,0,0,0,0,0
6,Hotel Prayag,300.0,3.9,100,37,0,0,1,0,0,0,0,0,0,0
4,Biryan - Flavour Of Nawabs,300.0,4.1,20,68,0,0,0,0,0,0,1,0,0,0
2,Mughal Darbar,700.0,2.8,20,56,1,0,1,0,0,0,0,0,0,0
4,House Of Bhukkars,300.0,4.4,100,84,1,0,1,0,0,0,0,0,0,1
5,Meal Studio,250.0,3.9,20,32,0,1,1,0,1,1,0,0,0,0
6,Iyer'S Delight - Nungambakkam,200.0,4.3,100,53,0,0,1,0,0,0,0,0,1,0
6,China Town,500.0,4.5,100,37,1,0,0,0,0,0,0,0,0,0
1,Cakes11,200.0,4.0,100,62,0,0,0,0,0,1,0,0,0,0
3,The Burger Project,350.0,3.0,50,70,0,0,0,0,1,1,0,1,0,0
4,Desi Chinese,350.0,4.2,100,73,1,0,0,0,0,0,0,0,0,0
4,House Of Wong By Mamasan,400.0,4.2,20,85,1,0,0,0,0,0,0,0,0,0
4,95 Degree,600.0,4.2,100,80,0,0,0,0,0,0,0,0,0,1
2,Instawich,300.0,4.3,100,49,0,0,0,1,1,0,0,1,0,0
2,Punjab Heritage,300.0,2.9,80,54,0,1,1,0,0,0,0,0,0,0
0,Lot Like Crepes Indiranagar,500.0,4.3,50,58,0,0,0,0,0,1,0,0,0,0
4,Paradise Biryani,400.0,4.1,500,67,0,0,0,0,0,0,1,0,0,0
2,Mamlekar Nx,200.0,2.9,80,54,0,0,0,0,0,1,0,0,0,0
4,Punjabi Zaika,300.0,3.9,100,78,0,1,1,0,0,0,0,0,0,0
3,King'S Chinese & Restaurant,150.0,2.9,80,64,0,0,1,0,0,0,0,0,0,0
6,Yaa Mohaideen Biryani,600.0,3.9,500,63,0,0,0,0,0,0,1,0,0,0
3,Moshi Moshi,1255.0,4.1,50,63,1,0,0,0,0,0,0,0,0,0
2,Ching Chong Asian,400.0,3.8,100,52,1,0,0,0,0,0,0,0,0,0
2,Shawarma House,600.0,2.9,80,54,0,0,1,0,0,0,0,0,0,0
6,Hotel Pandia'S - (Cmbt),400.0,4.2,100,72,1,0,1,0,0,0,1,0,1,0
2,Momoguy,400.0,3.9,100,52,1,0,0,0,0,0,0,0,0,0
1,Miami Shakes & More,300.0,3.0,100,31,0,0,0,0,1,1,0,0,0,0
1,Chung Hua Estd 1983,300.0,3.9,500,58,1,0,0,0,0,0,0,0,0,0
4,New Arafat Restaurant,200.0,3.8,100,50,0,0,1,0,0,0,0,0,0,0
5,Punjabi Dhaba - Paschim Vihar,300.0,4.0,20,48,0,1,1,0,0,0,0,0,0,0
2,The Biryani Experiment,500.0,4.1,50,52,0,1,1,0,1,1,1,0,1,0
1,Melting Pot,400.0,3.7,50,43,1,1,1,0,0,0,0,0,0,0
4,Rosheiya,500.0,2.9,80,78,0,0,1,0,0,0,0,0,0,0
8,Biryani Junction,155.0,3.0,100,32,0,0,1,0,0,0,0,0,0,0
4,Rosoighorer Rohosyo,300.0,4.2,100,59,1,0,0,0,0,0,0,1,0,0
4,Qfc,250.0,3.5,20,80,0,0,1,0,0,0,0,0,0,0
4,Tadka,400.0,4.3,100,61,0,1,1,0,0,1,1,1,0,0
1,Rabiyas Kitchen,250.0,4.2,50,45,0,0,1,0,0,0,0,0,0,0
0,Burger And Beyond,250.0,3.9,20,48,0,0,0,1,1,0,0,0,0,0
1,Zomoz-The Momo Company,150.0,4.3,500,31,1,0,0,1,0,0,0,0,0,0
2,Lsd - Love Sugar & Dough,200.0,3.8,50,45,0,0,0,0,1,1,0,0,0,0
2,Kilo Party,500.0,2.9,80,58,0,0,1,0,0,0,0,0,0,0
3,Sugren Homemade Non Veg,500.0,4.1,20,72,0,0,1,0,0,0,0,0,0,0
8,Badshahi Biryani,200.0,3.1,20,34,0,0,0,0,0,0,1,0,0,0
6,Rasna Buzz,200.0,2.9,80,76,0,0,0,0,1,0,0,0,0,0
2,The Chocolate Heaven,300.0,3.9,50,45,0,0,0,0,0,1,0,1,0,0
4,Jiya Snacks,250.0,2.9,80,73,1,0,1,0,0,0,0,0,0,0
2,Zoodles,350.0,2.9,80,51,1,0,0,1,0,1,0,0,0,0
6,Tandoori Dhaba,350.0,4.3,100,52,0,1,1,0,0,0,0,0,0,0
1,Cookie Man Next Galleria Punjagutta,200.0,4.1,20,73,0,0,0,0,0,1,0,1,0,0
1,Euphoria,800.0,4.7,100,27,0,0,0,0,0,1,0,0,0,0
2,Green Cravings,250.0,4.2,500,49,0,0,1,0,0,0,0,0,0,1
7,Om Food Center - Vastrapur Lake,200.0,4.1,100,44,0,1,1,0,0,0,0,0,0,0
4,Food Peddler Sandwiches,300.0,4.5,500,70,0,0,0,1,1,0,0,1,0,1
0,Lassi Corner,199.0,3.3,20,53,0,0,0,0,1,0,0,0,0,0
2,The Shawarma And Momo Factory,120.0,3.9,50,51,0,0,0,1,0,0,0,0,0,0
0,Anjappar,400.0,4.1,100,37,1,1,1,0,0,0,1,0,1,0
0,Maven Kitchen,199.0,4.6,100,50,1,0,0,0,0,0,0,0,0,0
4,Aannaz,350.0,3.9,100,65,1,1,1,1,0,0,1,1,0,0
0,Aramane Donne Biriyani,300.0,4.3,100,49,0,0,1,0,0,0,0,0,0,0
2,Sadak Chaap,200.0,4.4,100,58,0,1,1,0,0,0,0,0,0,0
2,Foodin,300.0,4.0,1000,37,1,1,1,0,0,1,1,0,0,0
2,Mandarin Oak- The Heavenly Chinese,350.0,4.2,50,57,1,0,0,0,0,0,0,0,0,0
3,Chinese Whinese,300.0,2.9,80,76,1,0,1,0,0,0,0,0,0,0
3,Lost Heaven,300.0,2.9,80,73,1,0,0,0,0,0,0,0,0,0
3,Yummy China,300.0,2.9,80,69,1,0,1,0,0,0,0,0,0,0
2,Amazing Dosa,200.0,3.8,20,39,0,0,1,0,0,0,0,0,1,0
6,Curry Box,150.0,4.3,100,69,0,0,1,0,0,0,0,0,0,0
8,Slurrp,250.0,4.5,100,48,0,1,1,0,1,0,1,1,0,0
0,Momoz,350.0,3.8,500,53,1,0,0,0,0,0,0,0,0,0
0,Chinese Bae,400.0,3.7,500,51,1,0,0,0,1,0,0,0,0,0
0,Chopstick,350.0,3.8,100,51,1,0,0,0,1,0,0,0,0,0
3,China House,200.0,2.9,80,70,1,0,0,0,0,0,0,0,0,0
0,Asian Hawker,350.0,2.9,80,50,1,0,0,0,1,1,0,0,0,0
4,Ya Burger,300.0,4.5,500,77,0,0,0,0,0,0,0,1,0,1
3,Biryani By Kilo,700.0,4.2,100,83,0,1,1,0,0,0,1,0,1,0
0,Paratha Experiment,200.0,4.3,50,52,1,1,1,0,1,1,0,1,1,1
5,Paratha Experiment,200.0,3.9,20,39,1,1,1,0,1,1,0,1,1,1
2,Paratha Experiment,200.0,4.2,20,53,1,1,1,0,1,1,0,1,1,1
1,Ek Pyali Chai,150.0,4.2,50,36,0,0,0,1,1,1,0,0,0,0
3,Wahh China,250.0,2.9,80,69,0,0,1,0,0,0,0,0,0,0
0,Namma Kudla Restaurant,300.0,4.1,20,53,0,0,1,0,0,0,0,0,0,0
4,Food Point,250.0,2.9,80,61,1,0,0,0,0,0,0,0,0,0
2,Poetry By Love & Cheesecake,800.0,4.7,100,54,0,0,0,0,0,1,0,0,0,1
2,The South Pavilion,600.0,4.4,50,56,0,1,1,1,1,0,0,0,1,0
3,Lavish Biryani,300.0,2.9,80,78,0,0,0,0,0,0,1,0,0,0
4,Pyarelal,250.0,4.0,1000,81,0,0,1,1,0,0,0,0,0,0
4,Kaligodam,200.0,4.0,100,43,0,1,1,0,0,0,0,0,0,0
4,China Box,300.0,2.9,80,82,1,0,0,0,0,0,0,0,0,0
0,1131 Bar+Kitchen,1200.0,3.9,20,60,0,0,1,0,0,0,0,0,0,0
5,Mummy Ki Rasoi,300.0,3.2,20,48,0,0,1,0,0,0,0,0,0,0
8,Punjabi Swad,400.0,2.9,80,66,0,0,1,0,0,0,0,0,0,0
8,Twisted Cake,270.0,4.6,20,59,0,0,0,0,0,1,0,0,0,0
3,Hungrezy,400.0,4.3,50,58,1,1,1,1,0,1,0,1,0,1
6,Abbys,250.0,4.1,50,47,0,1,1,0,1,0,0,1,1,0
6,The Brooklyn Creamery - Healthy Ice Cream,200.0,4.7,20,27,0,0,0,0,0,1,0,0,0,0
8,Lucky Chinese,200.0,2.9,80,49,0,0,1,0,0,0,0,0,0,0
4,Chilli Flakes,300.0,4.0,100,57,1,0,0,0,0,0,0,0,0,0
4,Bowlout,400.0,4.4,20,83,0,0,0,0,0,0,0,0,0,1
4,The Noodle Street,300.0,4.1,100,67,1,0,0,0,0,0,0,0,0,0
1,Karachi Bakery Santoshnagar,200.0,4.6,50,49,0,0,0,1,0,1,0,1,0,0
4,Haji Biryani House,280.0,2.9,20,74,0,0,0,0,0,0,1,0,0,0
3,Shawarma & Wraps,300.0,2.9,80,66,1,0,1,0,0,0,0,0,0,0
0,Aaliyar Ambur Dum Biryani,200.0,2.9,80,37,0,0,1,0,0,0,0,0,0,0
3,Kaati Zone Rolls & Wraps,150.0,3.8,20,54,0,1,1,1,1,0,1,1,0,0
8,The Food Parcel Point,240.0,2.9,80,61,1,0,1,0,0,0,0,0,0,0
8,Bismillah,200.0,4.4,500,31,0,0,0,0,1,1,0,0,0,0
1,Nanking C.R - Estd 1957,600.0,4.3,500,75,0,0,1,0,0,0,0,0,0,0
2,The Bombay Churros,800.0,3.6,20,38,0,0,0,0,0,1,0,0,0,0
4,Machhli Baba Fries,300.0,4.3,100,46,0,0,0,1,0,0,0,0,0,0
1,Starboy Pizza & Shakes,300.0,3.6,100,36,0,0,0,1,1,1,0,0,0,0
6,Sandwich Master,250.0,2.9,80,68,0,0,1,1,0,0,0,1,0,0
4,Double Down,200.0,2.9,80,60,0,0,1,0,0,0,0,0,0,0
2,Brasserie1935,600.0,4.4,20,55,1,1,1,0,0,0,0,0,0,1
4,Beijing Bites,300.0,3.7,50,58,1,0,0,0,0,0,0,0,0,0
4,Kathi Junction,300.0,4.2,100,68,0,1,1,1,0,0,0,0,0,0
2,Bokchoy Bowl,400.0,4.5,20,57,1,0,0,0,0,0,0,0,0,0
7,Fitfuel & Co,600.0,3.8,20,51,0,0,1,0,0,0,0,0,0,0
2,Deepak Farsan Mart,40.0,4.4,100,39,0,0,1,0,0,0,0,0,0,0
0,Orbis Restaurant,400.0,3.8,500,51,1,1,1,0,1,1,1,1,0,0
6,All Day Breakfast Company,300.0,4.5,500,69,0,0,1,0,1,0,0,0,0,0
2,Jiffy Meals,200.0,4.0,20,53,0,0,1,0,0,0,0,0,0,0
2,Phaksha Mania,400.0,3.4,20,53,1,0,0,0,0,0,0,0,0,0
6,The Samosa Factory,200.0,4.5,500,46,0,0,0,0,0,0,0,1,0,0
3,Mitran Da Junction,300.0,4.2,100,52,1,1,1,0,0,0,0,0,0,0
0,Raffaele'S Ristorante Pizzeria,800.0,4.3,100,61,0,0,0,1,1,0,0,0,0,1
3,Jannat Restaurant,200.0,4.0,50,33,0,1,1,0,0,0,0,0,0,0
2,Bombay Tandoori,250.0,3.7,500,54,1,0,1,0,0,0,0,0,0,0
2,Shahi Chulha,300.0,2.9,80,61,0,1,1,0,0,0,1,0,0,0
1,Imperial Multi-Cuisine Restaurant,400.0,4.0,1000,39,1,1,1,0,0,0,1,0,0,0
1,Gabru Di Chaap,300.0,3.9,100,35,0,1,1,1,0,0,0,0,0,0
7,Patel S Cafe Bar,200.0,2.9,80,50,0,0,0,0,0,0,0,0,0,1
2,Sandwich Coffee House,350.0,4.3,50,58,0,0,0,1,1,0,0,0,0,0
2,Badmash Biryani,350.0,3.6,50,49,0,0,0,0,0,0,1,0,0,0
2,Bolo Tara Rara,500.0,4.0,50,54,0,1,1,0,0,0,0,0,0,0
2,Biryani Hazir Ho,400.0,4.1,20,50,0,0,0,0,0,0,1,0,0,0
0,Waffle Royale,200.0,2.9,80,38,0,0,0,0,0,1,0,0,0,0
6,Reena Paul'S Kitchen (Unit Of Richnrich),300.0,4.3,500,67,0,0,1,0,0,0,0,0,0,0
5,Mr Chicken Changezi,200.0,3.7,20,44,0,0,1,0,0,0,0,0,0,0
4,Khanti Bangali,200.0,3.9,100,92,0,0,1,1,1,1,0,1,0,0
4,Riyasat,1000.0,4.8,20,94,0,1,1,0,0,0,0,0,0,0
7,Zk Restaurant,450.0,3.8,20,51,1,1,1,0,0,0,0,0,0,1
4,Pipiz Kitchen,250.0,3.8,20,81,0,0,1,0,0,0,0,1,0,0
3,Grand Alhamdulillah Hotel,300.0,3.1,20,71,1,0,1,0,0,0,1,0,0,0
2,Mandali Swayampak Ghar,500.0,2.9,80,61,0,0,0,0,0,0,1,0,0,0
2,Mughal Khabsa,700.0,2.9,80,60,0,0,0,0,1,0,0,0,0,0
6,Dindigul Kilappu Kadai,350.0,4.0,100,51,0,0,1,1,0,0,1,0,1,0
4,Gupta & Sons,100.0,4.3,100,88,1,0,1,0,0,0,0,1,0,0
0,Wow! China,300.0,3.7,100,37,1,0,0,0,1,1,0,1,0,1
4,Mint,300.0,4.7,100,69,0,0,1,0,0,0,0,0,0,1
1,A-1 Chicken Pakoda,250.0,4.0,1000,40,1,0,1,1,0,0,1,0,0,0
1,The Waffle Co,200.0,4.1,100,33,0,0,0,0,1,1,0,0,0,0
3,Maskawala & Co.,400.0,4.4,500,49,0,0,0,0,0,0,1,1,0,0
3,Drunken Monkey,400.0,4.5,50,52,0,0,0,0,1,0,0,0,0,1
5,Uncle'S Junkyard,250.0,2.9,80,60,1,0,0,0,0,0,0,1,0,0
4,Kloud Kitchen,250.0,4.1,100,63,1,0,0,0,0,0,0,0,0,1
